TERYT,Województwo,Powiat,Gmina,RAZEM Pożar (P),Mały (P/M),Średni (P/Ś),Duży (P/D),Bardzo duży (P/BD),RAZEM Miejscowe zagrożenie (MZ),Małe (MZ/M),Lokalne (MZ/L),Średnie (MZ/Ś),Duże (MZ/D),Gigantyczne lub klęska żywiołowa (MZ/K),RAZEM Alarm fałszywy (AF),Złośliwy (A/Z),W dobrej wierze (A/DW),Z instalacji wykrywania (A/IW),OGÓŁEM
40809,kujawsko-pomorskie,lipnowski,Wielgie,16,16,0,0,0,66,7,57,1,1,0,3,0,3,0,85
40901,kujawsko-pomorskie,mogileński,Dąbrowa,4,4,0,0,0,67,7,59,1,0,0,1,0,1,0,72
40902,kujawsko-pomorskie,mogileński,Jeziora Wielkie,8,8,0,0,0,88,5,80,3,0,0,11,0,10,1,107
40903,kujawsko-pomorskie,mogileński,Mogilno,57,56,1,0,0,312,25,279,8,0,0,28,1,23,4,397
40904,kujawsko-pomorskie,mogileński,Strzelno,31,26,5,0,0,158,12,142,4,0,0,15,1,13,1,204
41001,kujawsko-pomorskie,nakielski,Kcynia,41,39,2,0,0,172,6,165,1,0,0,9,0,9,0,222
41002,kujawsko-pomorskie,nakielski,Mrocza,6,5,1,0,0,117,19,98,0,0,0,5,1,4,0,128
41003,kujawsko-pomorskie,nakielski,Nakło nad Notecią,62,60,2,0,0,358,53,301,3,1,0,27,1,25,1,447
41004,kujawsko-pomorskie,nakielski,Sadki,19,19,0,0,0,92,4,82,6,0,0,2,0,2,0,113
41005,kujawsko-pomorskie,nakielski,Szubin,60,56,3,1,0,372,47,319,6,0,0,24,0,23,1,456
41101,kujawsko-pomorskie,radziejowski,Radziejów,8,7,1,0,0,95,17,76,2,0,0,19,0,3,16,122
41102,kujawsko-pomorskie,radziejowski,Bytoń,12,10,2,0,0,33,2,30,1,0,0,1,0,1,0,46
41103,kujawsko-pomorskie,radziejowski,Dobre,22,22,0,0,0,72,5,65,2,0,0,2,0,2,0,96
41104,kujawsko-pomorskie,radziejowski,Osięciny,13,11,2,0,0,96,14,81,1,0,0,1,0,1,0,110
41105,kujawsko-pomorskie,radziejowski,Piotrków Kujawski,28,27,1,0,0,176,7,168,1,0,0,15,1,13,1,219
41106,kujawsko-pomorskie,radziejowski,Radziejów,12,12,0,0,0,56,2,54,0,0,0,2,0,2,0,70
41107,kujawsko-pomorskie,radziejowski,Topólka,22,20,2,0,0,125,5,120,0,0,0,3,0,3,0,150
41201,kujawsko-pomorskie,rypiński,Rypin,24,24,0,0,0,174,15,157,2,0,0,17,6,9,2,215
41202,kujawsko-pomorskie,rypiński,Brzuze,14,14,0,0,0,81,3,76,2,0,0,5,0,2,3,100
41203,kujawsko-pomorskie,rypiński,Rogowo,10,10,0,0,0,106,11,91,4,0,0,3,1,2,0,119
41204,kujawsko-pomorskie,rypiński,Rypin,22,21,1,0,0,123,7,115,1,0,0,9,0,8,1,154
41205,kujawsko-pomorskie,rypiński,Skrwilno,19,19,0,0,0,80,4,76,0,0,0,3,2,1,0,102
41206,kujawsko-pomorskie,rypiński,Wąpielsk,14,13,1,0,0,77,4,72,1,0,0,0,0,0,0,91
41301,kujawsko-pomorskie,sępoleński,Kamień Krajeński,16,15,1,0,0,133,10,115,6,2,0,5,1,1,3,154
41302,kujawsko-pomorskie,sępoleński,Sępólno Krajeńskie,20,19,0,1,0,336,16,315,5,0,0,16,0,11,5,372
41303,kujawsko-pomorskie,sępoleński,Sośno,12,12,0,0,0,63,3,59,0,1,0,3,1,2,0,78
41304,kujawsko-pomorskie,sępoleński,Więcbork,31,30,1,0,0,223,22,199,2,0,0,9,0,7,2,263
41401,kujawsko-pomorskie,świecki,Bukowiec,11,11,0,0,0,77,13,63,1,0,0,12,1,3,8,100
41402,kujawsko-pomorskie,świecki,Dragacz,41,37,3,1,0,77,8,64,5,0,0,5,0,4,1,123
41403,kujawsko-pomorskie,świecki,Drzycim,16,16,0,0,0,25,1,24,0,0,0,1,0,1,0,42
41404,kujawsko-pomorskie,świecki,Jeżewo,30,30,0,0,0,59,7,48,4,0,0,6,3,2,1,95
41405,kujawsko-pomorskie,świecki,Lniano,12,12,0,0,0,53,5,46,2,0,0,1,0,1,0,66
41406,kujawsko-pomorskie,świecki,Nowe,41,41,0,0,0,99,21,73,5,0,0,8,1,2,5,148
41407,kujawsko-pomorskie,świecki,Osie,17,17,0,0,0,57,3,52,2,0,0,2,0,1,1,76
41408,kujawsko-pomorskie,świecki,Pruszcz,25,24,1,0,0,170,4,160,6,0,0,6,1,3,2,201
41409,kujawsko-pomorskie,świecki,Świecie,81,78,2,1,0,332,62,263,7,0,0,43,5,25,13,456
41410,kujawsko-pomorskie,świecki,Świekatowo,10,9,1,0,0,38,9,29,0,0,0,0,0,0,0,48
41411,kujawsko-pomorskie,świecki,Warlubie,54,53,1,0,0,129,6,119,4,0,0,9,0,6,3,192
41501,kujawsko-pomorskie,toruński,Chełmża,42,40,2,0,0,84,25,59,0,0,0,9,0,8,1,135
41502,kujawsko-pomorskie,toruński,Chełmża,40,38,2,0,0,141,12,126,1,2,0,12,0,12,0,193
41503,kujawsko-pomorskie,toruński,Czernikowo,35,33,2,0,0,91,11,78,1,1,0,3,0,3,0,129
41504,kujawsko-pomorskie,toruński,Lubicz,54,50,4,0,0,185,17,160,8,0,0,11,0,5,6,250
41505,kujawsko-pomorskie,toruński,Łubianka,24,21,3,0,0,56,13,41,2,0,0,11,0,7,4,91
41506,kujawsko-pomorskie,toruński,Łysomice,36,35,1,0,0,116,13,99,3,1,0,12,0,5,7,164
41507,kujawsko-pomorskie,toruński,Obrowo,49,47,2,0,0,158,23,134,1,0,0,14,0,11,3,221
41508,kujawsko-pomorskie,toruński,Wielka Nieszawka,25,25,0,0,0,81,7,66,8,0,0,15,0,8,7,121
41509,kujawsko-pomorskie,toruński,Zławieś Wielka,51,49,2,0,0,158,22,129,6,1,0,21,0,10,11,230
41601,kujawsko-pomorskie,tucholski,Cekcyn,26,26,0,0,0,93,8,84,1,0,0,4,0,4,0,123
41602,kujawsko-pomorskie,tucholski,Gostycyn,12,11,1,0,0,94,4,90,0,0,0,4,0,3,1,110
41603,kujawsko-pomorskie,tucholski,Kęsowo,13,12,1,0,0,69,2,67,0,0,0,1,1,0,0,83
41604,kujawsko-pomorskie,tucholski,Lubiewo,17,16,1,0,0,126,9,117,0,0,0,4,0,2,2,147
41605,kujawsko-pomorskie,tucholski,Śliwice,30,29,1,0,0,75,2,72,1,0,0,1,0,1,0,106
41606,kujawsko-pomorskie,tucholski,Tuchola,44,43,1,0,0,273,47,226,0,0,0,38,3,20,15,355
41701,kujawsko-pomorskie,wąbrzeski,Wąbrzeźno,16,15,1,0,0,221,20,199,1,1,0,15,0,15,0,252
41702,kujawsko-pomorskie,wąbrzeski,Dębowa Łąka,7,6,1,0,0,92,4,87,1,0,0,1,0,1,0,100
41703,kujawsko-pomorskie,wąbrzeski,Książki,12,9,3,0,0,121,6,114,1,0,0,3,0,3,0,136
41704,kujawsko-pomorskie,wąbrzeski,Płużnica,11,8,3,0,0,122,14,105,3,0,0,3,0,3,0,136
41705,kujawsko-pomorskie,wąbrzeski,Ryńsk,44,41,2,1,0,191,11,179,1,0,0,8,0,8,0,243
41801,kujawsko-pomorskie,włocławski,Kowal,10,10,0,0,0,24,6,18,0,0,0,1,0,0,1,35
41802,kujawsko-pomorskie,włocławski,Baruchowo,14,14,0,0,0,23,4,19,0,0,0,0,0,0,0,37
41803,kujawsko-pomorskie,włocławski,Boniewo,13,11,2,0,0,27,2,25,0,0,0,1,0,1,0,41
41804,kujawsko-pomorskie,włocławski,Brześć Kujawski,52,51,1,0,0,157,30,125,2,0,0,7,1,4,2,216
41805,kujawsko-pomorskie,włocławski,Choceń,26,24,2,0,0,61,16,43,2,0,0,5,1,3,1,92
41806,kujawsko-pomorskie,włocławski,Chodecz,12,12,0,0,0,54,6,43,5,0,0,4,1,3,0,70
41807,kujawsko-pomorskie,włocławski,Fabianki,20,19,1,0,0,58,9,48,1,0,0,4,0,4,0,82
41808,kujawsko-pomorskie,włocławski,Izbica Kujawska,24,21,3,0,0,37,7,30,0,0,0,0,0,0,0,61
41809,kujawsko-pomorskie,włocławski,Kowal,11,11,0,0,0,39,2,36,1,0,0,3,1,2,0,53
41810,kujawsko-pomorskie,włocławski,Lubanie,11,11,0,0,0,38,2,33,3,0,0,6,0,6,0,55
41811,kujawsko-pomorskie,włocławski,Lubień Kujawski,42,37,5,0,0,73,16,53,4,0,0,9,2,6,1,124
41812,kujawsko-pomorskie,włocławski,Lubraniec,40,36,4,0,0,98,7,85,5,1,0,1,0,1,0,139
41813,kujawsko-pomorskie,włocławski,Włocławek,47,45,2,0,0,111,31,75,5,0,0,5,1,4,0,163
41901,kujawsko-pomorskie,żniński,Barcin,32,32,0,0,0,213,15,194,4,0,0,14,1,10,3,259
41902,kujawsko-pomorskie,żniński,Gąsawa,19,19,0,0,0,112,13,96,3,0,0,16,0,10,6,147
41903,kujawsko-pomorskie,żniński,Janowiec Wielkopolski,21,20,1,0,0,188,6,176,6,0,0,10,1,8,1,219
41904,kujawsko-pomorskie,żniński,Łabiszyn,27,24,3,0,0,140,15,118,7,0,0,18,0,9,9,185
41905,kujawsko-pomorskie,żniński,Rogowo,14,13,1,0,0,114,7,106,1,0,0,5,0,5,0,133
41906,kujawsko-pomorskie,żniński,Żnin,58,54,4,0,0,293,39,245,9,0,0,44,1,28,15,395
46101,kujawsko-pomorskie,Bydgoszcz,Bydgoszcz,594,587,6,0,1,1728,423,1251,52,2,0,559,13,243,303,2881
46201,kujawsko-pomorskie,Grudziądz,Grudziądz,185,182,2,1,0,845,206,628,11,0,0,174,12,77,85,1204
46301,kujawsko-pomorskie,Toruń,Toruń,472,464,7,1,0,1178,261,892,22,3,0,437,7,260,170,2087
46401,kujawsko-pomorskie,Włocławek,Włocławek,302,296,5,1,0,623,133,475,13,2,0,154,7,104,43,1079
60101,lubelskie,bialski,Międzyrzec Podlaski,33,32,1,0,0,74,12,60,2,0,0,7,0,3,4,114
60102,lubelskie,bialski,Terespol,14,13,1,0,0,35,1,33,1,0,0,3,0,1,2,52
60103,lubelskie,bialski,Biała Podlaska,51,49,2,0,0,90,5,85,0,0,0,6,0,4,2,147
60104,lubelskie,bialski,Drelów,23,22,1,0,0,39,3,33,3,0,0,5,1,4,0,67
60105,lubelskie,bialski,Janów Podlaski,14,13,1,0,0,61,7,54,0,0,0,2,0,1,1,77
60106,lubelskie,bialski,Kodeń,15,14,1,0,0,16,2,13,1,0,0,1,0,0,1,32
60107,lubelskie,bialski,Konstantynów,11,11,0,0,0,31,2,28,1,0,0,0,0,0,0,42
60108,lubelskie,bialski,Leśna Podlaska,20,18,2,0,0,29,2,24,3,0,0,0,0,0,0,49
60109,lubelskie,bialski,Łomazy,30,29,1,0,0,22,0,21,1,0,0,1,0,1,0,53
60110,lubelskie,bialski,Międzyrzec Podlaski,38,35,1,1,1,91,5,83,3,0,0,3,0,2,1,132
60111,lubelskie,bialski,Piszczac,27,27,0,0,0,32,4,25,3,0,0,1,0,1,0,60
60112,lubelskie,bialski,Rokitno,4,3,0,0,1,22,0,20,2,0,0,0,0,0,0,26
60113,lubelskie,bialski,Rossosz,15,13,1,1,0,11,1,10,0,0,0,0,0,0,0,26
60114,lubelskie,bialski,Sławatycze,5,5,0,0,0,44,21,23,0,0,0,1,0,0,1,50
60115,lubelskie,bialski,Sosnówka,12,12,0,0,0,18,0,18,0,0,0,0,0,0,0,30
60116,lubelskie,bialski,Terespol,22,21,1,0,0,64,5,57,2,0,0,6,0,2,4,92
60117,lubelskie,bialski,Tuczna,20,19,1,0,0,18,1,17,0,0,0,2,0,2,0,40
60118,lubelskie,bialski,Wisznice,25,23,2,0,0,38,3,33,2,0,0,1,0,1,0,64
60119,lubelskie,bialski,Zalesie,11,10,1,0,0,83,47,34,2,0,0,4,0,3,1,98
60201,lubelskie,biłgorajski,Biłgoraj,37,34,3,0,0,126,15,111,0,0,0,41,2,17,22,204
60202,lubelskie,biłgorajski,Aleksandrów,8,8,0,0,0,8,0,8,0,0,0,0,0,0,0,16
60203,lubelskie,biłgorajski,Biłgoraj,42,37,5,0,0,66,3,61,0,2,0,2,0,2,0,110
60204,lubelskie,biłgorajski,Biszcza,8,7,1,0,0,20,0,19,1,0,0,0,0,0,0,28
60205,lubelskie,biłgorajski,Frampol,18,15,3,0,0,44,1,42,1,0,0,1,0,1,0,63
60206,lubelskie,biłgorajski,Goraj,9,9,0,0,0,23,1,21,1,0,0,1,0,1,0,33
60207,lubelskie,biłgorajski,Józefów,14,13,1,0,0,49,2,45,2,0,0,5,0,4,1,68
60208,lubelskie,biłgorajski,Księżpol,18,16,2,0,0,29,1,25,3,0,0,3,0,3,0,50
60209,lubelskie,biłgorajski,Łukowa,30,26,4,0,0,14,2,11,1,0,0,5,1,2,2,49
60210,lubelskie,biłgorajski,Obsza,11,11,0,0,0,9,0,9,0,0,0,4,0,4,0,24
60211,lubelskie,biłgorajski,Potok Górny,19,19,0,0,0,20,1,18,1,0,0,1,0,1,0,40
60212,lubelskie,biłgorajski,Tarnogród,22,21,1,0,0,21,3,15,3,0,0,2,0,1,1,45
60213,lubelskie,biłgorajski,Tereszpol,14,14,0,0,0,11,1,9,1,0,0,1,0,1,0,26
60214,lubelskie,biłgorajski,Turobin,9,9,0,0,0,44,5,39,0,0,0,3,0,2,1,56
60301,lubelskie,chełmski,Rejowiec Fabryczny,5,5,0,0,0,29,4,25,0,0,0,0,0,0,0,34
60302,lubelskie,chełmski,Białopole,7,7,0,0,0,7,2,5,0,0,0,2,0,2,0,16
60303,lubelskie,chełmski,Chełm,55,49,6,0,0,108,23,85,0,0,0,7,0,3,4,170
60303,lubelskie,chełmski,Sawin,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
60304,lubelskie,chełmski,Dorohusk,29,28,1,0,0,33,5,27,1,0,0,3,0,3,0,65
60305,lubelskie,chełmski,Dubienka,9,8,1,0,0,18,0,18,0,0,0,0,0,0,0,27
60306,lubelskie,chełmski,Kamień,15,13,2,0,0,27,1,26,0,0,0,0,0,0,0,42
60307,lubelskie,chełmski,Leśniowice,14,14,0,0,0,23,5,18,0,0,0,0,0,0,0,37
60308,lubelskie,chełmski,Rejowiec Fabryczny,10,9,1,0,0,53,1,52,0,0,0,1,0,1,0,64
60309,lubelskie,chełmski,Ruda-Huta,18,16,1,1,0,24,3,20,1,0,0,0,0,0,0,42
60310,lubelskie,chełmski,Sawin,24,20,2,2,0,53,4,48,1,0,0,3,1,2,0,80
60311,lubelskie,chełmski,Siedliszcze,35,29,6,0,0,64,4,59,1,0,0,2,0,2,0,101
60312,lubelskie,chełmski,Wierzbica,12,11,1,0,0,27,4,23,0,0,0,0,0,0,0,39
60313,lubelskie,chełmski,Wojsławice,15,15,0,0,0,40,2,35,3,0,0,1,0,1,0,56
60314,lubelskie,chełmski,Żmudź,7,7,0,0,0,23,2,21,0,0,0,0,0,0,0,30
60315,lubelskie,chełmski,Rejowiec,46,40,5,1,0,66,7,58,1,0,0,2,0,2,0,114
60401,lubelskie,hrubieszowski,Hrubieszów,31,29,2,0,0,226,35,187,4,0,0,22,0,12,10,279
60402,lubelskie,hrubieszowski,Dołhobyczów,12,11,1,0,0,54,3,48,2,1,0,5,0,4,1,71
60403,lubelskie,hrubieszowski,Horodło,24,24,0,0,0,49,3,43,3,0,0,1,0,0,1,74
60404,lubelskie,hrubieszowski,Hrubieszów,23,20,3,0,0,175,7,166,2,0,0,4,0,4,0,202
60405,lubelskie,hrubieszowski,Mircze,25,22,3,0,0,79,4,75,0,0,0,4,1,3,0,108
60406,lubelskie,hrubieszowski,Trzeszczany,7,6,1,0,0,55,3,52,0,0,0,0,0,0,0,62
60407,lubelskie,hrubieszowski,Uchanie,18,18,0,0,0,31,1,30,0,0,0,2,0,2,0,51
60408,lubelskie,hrubieszowski,Werbkowice,19,15,3,1,0,94,10,84,0,0,0,2,0,1,1,115
60501,lubelskie,janowski,Batorz,6,6,0,0,0,23,1,19,2,1,0,0,0,0,0,29
60502,lubelskie,janowski,Chrzanów,9,8,1,0,0,15,0,14,1,0,0,0,0,0,0,24
60503,lubelskie,janowski,Dzwola,14,14,0,0,0,31,4,24,3,0,0,2,0,2,0,47
60504,lubelskie,janowski,Godziszów,15,14,1,0,0,45,2,41,2,0,0,1,0,1,0,61
60505,lubelskie,janowski,Janów Lubelski,53,48,4,1,0,135,39,94,2,0,0,15,0,4,11,203
60506,lubelskie,janowski,Modliborzyce,23,23,0,0,0,85,5,75,3,2,0,0,0,0,0,108
60507,lubelskie,janowski,Potok Wielki,8,7,1,0,0,24,1,23,0,0,0,0,0,0,0,32
60601,lubelskie,krasnostawski,Krasnystaw,28,26,2,0,0,114,19,91,4,0,0,12,0,4,8,154
60602,lubelskie,krasnostawski,Fajsławice,15,14,1,0,0,68,16,47,5,0,0,2,0,2,0,85
60603,lubelskie,krasnostawski,Gorzków,5,4,1,0,0,25,0,24,1,0,0,0,0,0,0,30
60604,lubelskie,krasnostawski,Izbica,42,36,6,0,0,50,3,44,3,0,0,2,0,2,0,94
60605,lubelskie,krasnostawski,Krasnystaw,38,34,4,0,0,57,2,50,4,1,0,8,0,7,1,103
60606,lubelskie,krasnostawski,Kraśniczyn,15,15,0,0,0,25,1,24,0,0,0,0,0,0,0,40
60607,lubelskie,krasnostawski,Łopiennik Górny,12,11,1,0,0,33,4,28,1,0,0,5,0,5,0,50
60609,lubelskie,krasnostawski,Rudnik,12,10,2,0,0,14,0,14,0,0,0,0,0,0,0,26
60610,lubelskie,krasnostawski,Siennica Różana,11,10,1,0,0,18,1,15,2,0,0,1,0,1,0,30
60611,lubelskie,krasnostawski,Żółkiewka,20,17,3,0,0,45,3,39,3,0,0,1,0,1,0,66
60701,lubelskie,kraśnicki,Kraśnik,56,54,2,0,0,243,61,177,5,0,0,20,2,8,10,319
60702,lubelskie,kraśnicki,Annopol,25,21,4,0,0,44,8,33,3,0,0,1,0,1,0,70
60703,lubelskie,kraśnicki,Dzierzkowice,17,14,3,0,0,51,3,48,0,0,0,2,0,2,0,70
60704,lubelskie,kraśnicki,Gościeradów,17,17,0,0,0,50,0,48,2,0,0,5,0,2,3,72
60705,lubelskie,kraśnicki,Kraśnik,22,22,0,0,0,62,14,46,1,1,0,1,0,1,0,85
60706,lubelskie,kraśnicki,Szastarka,13,12,1,0,0,32,3,28,1,0,0,0,0,0,0,45
60707,lubelskie,kraśnicki,Trzydnik Duży,16,15,1,0,0,51,2,49,0,0,0,0,0,0,0,67
60708,lubelskie,kraśnicki,Urzędów,18,17,1,0,0,49,3,43,3,0,0,3,0,3,0,70
60709,lubelskie,kraśnicki,Wilkołaz,11,10,1,0,0,51,7,41,3,0,0,3,0,3,0,65
60710,lubelskie,kraśnicki,Zakrzówek,14,14,0,0,0,44,6,37,1,0,0,0,0,0,0,58
60801,lubelskie,lubartowski,Lubartów,36,36,0,0,0,105,17,88,0,0,0,15,0,5,10,156
60802,lubelskie,lubartowski,Abramów,8,8,0,0,0,22,3,18,1,0,0,0,0,0,0,30
60803,lubelskie,lubartowski,Firlej,19,19,0,0,0,75,23,51,1,0,0,3,0,2,1,97
60804,lubelskie,lubartowski,Jeziorzany,5,4,0,1,0,32,2,30,0,0,0,3,0,3,0,40
60805,lubelskie,lubartowski,Kamionka,19,18,1,0,0,65,2,60,3,0,0,6,0,2,4,90
60806,lubelskie,lubartowski,Kock,20,19,1,0,0,53,5,46,2,0,0,1,0,1,0,74
60807,lubelskie,lubartowski,Lubartów,30,25,5,0,0,116,9,101,6,0,0,5,0,4,1,151
60808,lubelskie,lubartowski,Michów,27,21,4,2,0,49,1,46,2,0,0,1,0,1,0,77
60809,lubelskie,lubartowski,Niedźwiada,21,21,0,0,0,42,2,39,1,0,0,0,0,0,0,63
60810,lubelskie,lubartowski,Ostrów Lubelski,35,31,4,0,0,43,0,43,0,0,0,3,0,3,0,81
60811,lubelskie,lubartowski,Ostrówek,37,31,6,0,0,55,1,51,3,0,0,0,0,0,0,92
60812,lubelskie,lubartowski,Serniki,11,9,2,0,0,25,2,23,0,0,0,0,0,0,0,36
60813,lubelskie,lubartowski,Uścimów,42,40,1,1,0,33,3,26,3,1,0,1,0,1,0,76
60901,lubelskie,lubelski,Bełżyce,45,42,3,0,0,140,6,134,0,0,0,3,0,1,2,188
60902,lubelskie,lubelski,Borzechów,14,13,1,0,0,33,1,31,1,0,0,2,0,2,0,49
60903,lubelskie,lubelski,Bychawa,31,30,1,0,0,113,9,102,2,0,0,3,0,3,0,147
60904,lubelskie,lubelski,Garbów,37,35,2,0,0,87,12,70,4,1,0,8,0,6,2,132
60905,lubelskie,lubelski,Głusk,28,27,1,0,0,72,12,58,2,0,0,7,0,5,2,107
60906,lubelskie,lubelski,Jabłonna,11,11,0,0,0,80,2,75,3,0,0,1,0,0,1,92
60907,lubelskie,lubelski,Jastków,32,32,0,0,0,120,7,111,1,1,0,26,0,11,15,178
60908,lubelskie,lubelski,Konopnica,54,53,1,0,0,146,6,139,1,0,0,16,0,8,8,216
60909,lubelskie,lubelski,Krzczonów,11,10,1,0,0,31,4,26,1,0,0,2,0,2,0,44
60910,lubelskie,lubelski,Niedrzwica Duża,34,32,2,0,0,89,5,78,6,0,0,6,1,4,1,129
60911,lubelskie,lubelski,Niemce,66,65,1,0,0,144,11,128,5,0,0,19,0,9,10,229
60912,lubelskie,lubelski,Strzyżewice,16,16,0,0,0,82,2,80,0,0,0,3,0,3,0,101
60913,lubelskie,lubelski,Wojciechów,35,34,1,0,0,67,5,59,3,0,0,3,0,2,1,105
60914,lubelskie,lubelski,Wólka,43,41,2,0,0,119,11,102,6,0,0,8,0,8,0,170
60915,lubelskie,lubelski,Wysokie,23,23,0,0,0,38,2,36,0,0,0,1,0,1,0,62
60916,lubelskie,lubelski,Zakrzew,17,14,3,0,0,28,0,28,0,0,0,0,0,0,0,45
61001,lubelskie,łęczyński,Cyców,30,24,6,0,0,48,2,46,0,0,0,3,0,0,3,81
61002,lubelskie,łęczyński,Ludwin,40,35,5,0,0,76,15,54,7,0,0,3,0,3,0,119
61003,lubelskie,łęczyński,Łęczna,42,42,0,0,0,139,19,117,3,0,0,12,0,3,9,193
61004,lubelskie,łęczyński,Milejów,46,44,2,0,0,48,6,36,6,0,0,2,0,2,0,96
61005,lubelskie,łęczyński,Puchaczów,28,27,1,0,0,36,2,32,2,0,0,1,0,1,0,65
61006,lubelskie,łęczyński,Spiczyn,24,23,1,0,0,35,2,30,3,0,0,0,0,0,0,59
61101,lubelskie,łukowski,Łuków,43,40,2,1,0,157,26,129,2,0,0,24,0,15,9,224
61102,lubelskie,łukowski,Stoczek Łukowski,8,8,0,0,0,41,1,40,0,0,0,4,0,2,2,53
61103,lubelskie,łukowski,Adamów,8,8,0,0,0,51,0,51,0,0,0,1,0,0,1,60
61104,lubelskie,łukowski,Krzywda,40,38,2,0,0,88,9,77,2,0,0,3,0,3,0,131
61105,lubelskie,łukowski,Łuków,64,60,4,0,0,181,9,168,4,0,0,9,0,5,4,254
61106,lubelskie,łukowski,Serokomla,13,13,0,0,0,33,1,32,0,0,0,1,0,1,0,47
61107,lubelskie,łukowski,Stanin,21,21,0,0,0,58,2,54,2,0,0,2,0,2,0,81
61108,lubelskie,łukowski,Stoczek Łukowski,25,22,2,1,0,73,2,65,4,2,0,5,0,4,1,103
61109,lubelskie,łukowski,Trzebieszów,15,14,1,0,0,61,0,57,4,0,0,2,0,2,0,78
61110,lubelskie,łukowski,Wojcieszków,17,13,4,0,0,45,1,43,1,0,0,3,0,2,1,65
61111,lubelskie,łukowski,Wola Mysłowska,15,15,0,0,0,61,4,55,2,0,0,4,1,3,0,80
61201,lubelskie,opolski,Chodel,22,20,2,0,0,37,2,30,5,0,0,1,0,1,0,60
61202,lubelskie,opolski,Józefów nad Wisłą,13,12,1,0,0,34,5,28,1,0,0,4,1,3,0,51
61203,lubelskie,opolski,Karczmiska,24,22,2,0,0,48,1,47,0,0,0,4,0,3,1,76
61204,lubelskie,opolski,Łaziska,12,11,1,0,0,46,1,42,3,0,0,2,1,0,1,60
61205,lubelskie,opolski,Opole Lubelskie,49,44,5,0,0,179,17,151,9,2,0,15,0,11,4,243
61206,lubelskie,opolski,Poniatowa,20,16,4,0,0,137,18,114,4,1,0,11,1,9,1,168
61207,lubelskie,opolski,Wilków,26,23,3,0,0,37,5,32,0,0,0,2,0,2,0,65
61301,lubelskie,parczewski,Dębowa Kłoda,14,10,4,0,0,34,12,22,0,0,0,1,0,0,1,49
61302,lubelskie,parczewski,Jabłoń,23,21,2,0,0,16,2,14,0,0,0,0,0,0,0,39
61303,lubelskie,parczewski,Milanów,15,13,2,0,0,46,0,45,1,0,0,1,0,1,0,62
61304,lubelskie,parczewski,Parczew,68,65,3,0,0,107,15,91,1,0,0,6,0,6,0,181
61305,lubelskie,parczewski,Podedwórze,4,4,0,0,0,15,2,13,0,0,0,1,0,1,0,20
61306,lubelskie,parczewski,Siemień,24,23,1,0,0,45,2,43,0,0,0,0,0,0,0,69
61307,lubelskie,parczewski,Sosnowica,19,17,2,0,0,50,2,48,0,0,0,2,0,2,0,71
61401,lubelskie,puławski,Puławy,61,61,0,0,0,272,54,215,3,0,0,25,0,10,15,358
61402,lubelskie,puławski,Baranów,14,12,2,0,0,17,3,14,0,0,0,1,0,1,0,32
61403,lubelskie,puławski,Janowiec,36,35,1,0,0,27,1,25,1,0,0,3,0,2,1,66
61404,lubelskie,puławski,Kazimierz Dolny,24,24,0,0,0,137,12,125,0,0,0,8,0,7,1,169
61405,lubelskie,puławski,Końskowola,34,34,0,0,0,64,3,61,0,0,0,8,0,7,1,106
61406,lubelskie,puławski,Kurów,23,23,0,0,0,48,6,41,1,0,0,5,1,3,1,76
61407,lubelskie,puławski,Markuszów,17,17,0,0,0,26,2,24,0,0,0,2,0,2,0,45
61408,lubelskie,puławski,Nałęczów,24,24,0,0,0,121,6,110,5,0,0,5,0,4,1,150
61409,lubelskie,puławski,Puławy,85,82,3,0,0,82,11,66,4,1,0,9,1,6,2,176
61410,lubelskie,puławski,Wąwolnica,14,14,0,0,0,88,4,84,0,0,0,4,0,1,3,106
61411,lubelskie,puławski,Żyrzyn,20,18,2,0,0,50,4,44,2,0,0,2,0,2,0,72
61501,lubelskie,radzyński,Radzyń Podlaski,21,21,0,0,0,93,16,72,5,0,0,6,0,2,4,120
61502,lubelskie,radzyński,Borki,14,14,0,0,0,30,2,26,2,0,0,3,0,0,3,47
61503,lubelskie,radzyński,Czemierniki,24,21,3,0,0,26,0,26,0,0,0,3,0,0,3,53
61504,lubelskie,radzyński,Kąkolewnica,19,17,1,1,0,30,1,27,2,0,0,13,3,4,6,62
61505,lubelskie,radzyński,Komarówka Podlaska,17,15,2,0,0,23,0,22,1,0,0,0,0,0,0,40
61506,lubelskie,radzyński,Radzyń Podlaski,23,21,1,1,0,49,1,47,1,0,0,7,0,1,6,79
61507,lubelskie,radzyński,Ulan-Majorat,9,9,0,0,0,28,0,28,0,0,0,1,0,1,0,38
61508,lubelskie,radzyński,Wohyń,22,20,2,0,0,29,2,27,0,0,0,2,0,0,2,53
61601,lubelskie,rycki,Dęblin,40,39,1,0,0,82,15,66,1,0,0,9,0,8,1,131
61602,lubelskie,rycki,Kłoczew,18,18,0,0,0,49,5,43,1,0,0,4,1,3,0,71
61603,lubelskie,rycki,Nowodwór,10,9,1,0,0,60,2,56,2,0,0,0,0,0,0,70
61604,lubelskie,rycki,Ryki,71,66,5,0,0,258,26,230,2,0,0,16,0,13,3,345
61605,lubelskie,rycki,Stężyca,38,35,3,0,0,37,2,32,3,0,0,1,0,1,0,76
